RefID,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Challenge / Opportunity,log_cost,Region_Presented,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Greater Darwin,Region_Territory Wide,Region_Top End Rural,Sub Sector_Agribusiness,Sub Sector_Air Transport,Sub Sector_Aquaculture,Sub Sector_Arts Trail,Sub Sector_Aviation Technology,Sub Sector_Civic Services,Sub Sector_Cotton,Sub Sector_Creative Industries,Sub Sector_Cruise Industry,Sub Sector_Cultural Experiences,Sub Sector_Development and Maintenance of Facilities,Sub Sector_Digital Industries,Sub Sector_Digital and Telecommunications Infrastructure,Sub Sector_Drive Market,Sub Sector_Education and Training,Sub Sector_Electricity,Sub Sector_Festivals and Major Events,Sub Sector_Fuel Storage,Sub Sector_Green and Blue Infrastructure,Sub Sector_Health,Sub Sector_Heritage Trails,Sub Sector_Horticulture,Sub Sector_Housing,Sub Sector_Industrial Subdivisions,Sub Sector_Intermodal Hubs,Sub Sector_Justice and Public Safety,Sub Sector_Lifestyle,Sub Sector_Manufacturing,Sub Sector_Marine Infrastructure,Sub Sector_Meeting Places,Sub Sector_Mining,Sub Sector_National Critical Care and Trauma Response,"Sub Sector_Parks, Reserves, Waterways","Sub Sector_Rail, Roads and Bridges",Sub Sector_Residential Subdivisions,Sub Sector_Retail and Business,Sub Sector_Space,Sub Sector_Sport and Recreation,"Sub Sector_Sporting, Recreation, Lifestyle",Sub Sector_Superyacht Industry,Sub Sector_Tourism,Sub Sector_Training Facilities,Sub Sector_Transport and Logistics,Sub Sector_Unlock the potential of the Territory's regions,Sub Sector_Waste Management,Sub Sector_Water,Sub Sector_Work stay play,Enabling Infrastructure_Other,Enabling Infrastructure_Social Infrastructure,Enabling Infrastructure_Transport and Logistics,Enabling Infrastructure_Utilities,Industry Sector_Civic Services,Industry Sector_Defence and Security,Industry Sector_Education and Training,Industry Sector_Emerging Industries,Industry Sector_Health,Industry Sector_Housing,Industry Sector_Justice and Public Safety,Industry Sector_Land,Industry Sector_Lifestyle,Industry Sector_Resources,"Industry Sector_Sporting, Recreation, Lifestyle",Industry Sector_Tourism,Industry Sector_Transport and Logistics,Industry Sector_Utilities,Category_P
9k3,Strehlow Research Centre upgrades,"-23.6994, 133.88",10.0,2.6,3.0,,,,,,,Preserve Aboriginal art and culture,1.0,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
319,Ti Tree Airstrip upgrade and new terminal,"-22.1317, 133.42",2.0,2.6,3.0,,,,,,,"Improve air access to support economic development, accessibility, visitor growth and community safety",0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
665,Ti Tree regional town development - residential and commercial/industrial land release  ,"-22.1338, 133.414",8.0,2.6,3.0,,,,,,,Enable economic development and population growth by increasing land availability,0.9030899869919435,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8k43,"Tjoritja / West MacDonnell National Park 
- Ormiston Gorge redevelopment 
- Redbank Gorge upgrade day use to gorge track","-23.724758, 133.747772",5.3,2.6,3.0,,,,,,,"Value, preserve and expand access to parks, increase visitation opportunities and visitor experience",0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2k28,Uluru-Kata Tjuta National Park - enhance the cultural centre facilities including contemporary interpretations,"-25.2069, 130.97",5.3,2.6,3.0,,,,,,,Increase visitor numbers and length of stay in the Territory and enhance experiences with improved cultural facilities,0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2K35,Uluru-Kata Tjuta National Park - walking trail and accommodation project,"-25.2069, 130.97",5.3,2.6,3.0,,,,,,,Increase visitor numbers and length of stay in the Territory and enhance experiences with improved cultural facilities,0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2s23,Watarrka National Park - complete Kings Creek interpretive project,"-24.285467, 131.572958",5.3,2.6,3.0,,,,,,,"Value, preserve and expand access to parks, increase visitation opportunities and visitor experience",0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2p22,Willowra - new police shopfront,"-25.2069, 130.97",2.0,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
624,Willowra School - replace classroom block ,"-21.2642, 132.6201",2.5,2.6,3.0,,,,,,,Replace ageing infrastructure to support the continued delivery of quality education,0.3979400086720376,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
62.4,Yuelamu - new dental clinic within health centre,"-22.2653, 132.2025",0.7,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support oral health services,-0.1549019599857432,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
632,Yuelamu School - replace senior classroom,"-22.2653, 132.2025",0.8,2.6,0.8,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,-0.09691001300805639,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8p19,Yuendumu - new NT Emergency Services (NTES) volunteer and storage facilities ,"-22.25389, 131.79529",2.0,2.6,3.0,,,,,,,Strengthen emergency support services in remote communities,0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2t11,"Yulara Power Station - black start and upgrades 
","-25.2069, 130.97",10.88,2.6,2.2,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.0366288953621612,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2p1,Alice Springs - Whole of Government Emergency Operations Centre,"-23.6994, 133.88",15.0,2.6,15.0,,,,,,,Increase service delivery and improve community safety by providing emergency management facilities ,1.1760912590556813,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2a8,Across the region - alcohol and other drugs rehabilitation facilities ,"-23.6994, 133.88",5.3,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support mental health services,0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2h8,Across the region - upgrade various youth infrastructure ,"-23.6994, 133.88",1.65,2.6,1.65,,,,,,,Support youth engagement through sport and recreational facilities,0.21748394421390627,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8o15,Alice Springs - aged care facilities,"-23.6994, 133.88",5.3,2.6,3.0,,,,,,,"Provide a variety of contemporary, affordable and sustainable housing options for older Territorians",0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2n15,Alice Springs - community learning and sports hub,"-23.6994, 133.88",18.0,18.0,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities ",1.255272505103306,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2f26,Alice Springs - regional Creative Industries Hub,"-23.6994, 133.88",5.3,2.6,3.0,,,,,,,Grow businesses and develop supply chains in the creative industries,0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2j01,Alice Springs Airport 2020 Master Plan - Seven-Mile Precinct Business Park,"-23.6994, 133.88",5.3,2.6,3.0,,,,,,,"Improve airport services to support accessibility, visitor growth and tourism",0.724275869600789,Alice Springs,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9e24,Braitling Primary School - refurbish internal areas,"-23.6743, 133.8643",4.0,2.6,3.0,,,,,,,Master planned infrastructure to provide contemporary educational facilities to support growth in population and student enrolments,0.6020599913279624,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0k58,Central Australia multipurpose sports and culture complex,"-23.6994, 133.88",18.0,2.6,3.0,,,,,,,"Showcasing art, performance and sporting events and be the new home to rugby",1.255272505103306,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1316,Central Desert region - expand visitor accommodation,"-23.680974, 132.987085",5.3,2.6,3.0,,,,,,,Support construction works within the community,0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2h1,"Disaster Recovery - Central Australia Floods, November 2021","-23.6994, 133.88",3.3,3.3,3.0,,,,,,,Support communities affected by flooding under the Federal Government's Disaster Recovery Funding Arrangements,0.5185139398778874,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1135.7,Ernest Giles Road upgrades,"-25.13051, 132.57",4.0,2.6,3.0,,,,,,,Improve road safety and support the tourism drive market,0.6020599913279624,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2v04,Gap Road Clinic renovations                     ,"-23.6994, 133.88",2.0,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0x126,Hermannsburg - lighting at community oval,"-23.9427, 132.7787",2.0,2.6,2.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2p4,Kulgera - police housing,"-23.9427, 132.7787",1.5,1.5,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.17609125905568124,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2p19,Kulgera - police visiting officer quarters,"-23.9427, 132.7787",3.0,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.47712125471966244,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1144.1,Larapinta Drive duplication Milner Road to Bradshaw Terrace,Larapinta Drive NT Australia,20.0,2.6,3.0,,,,,,,"Enhance road infrastructure to support accessibility, connectivity, safety and amenity",1.3010299956639813,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1144.2,Larapinta Drive traffic management improvements Bradshaw Terrace to Albrecht Drive,Larapinta Drive NT Australia,7.5,0.5,3.0,,,,,,,"Enhance road infrastructure to support accessibility, connectivity, safety and amenity",0.8750612633917001,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1145,Lasseter Highway - improve the road standard,Lasseter Highway NT Australia,10.0,2.6,3.0,,,,,,,"Support economic development of the tourism, cattle and resource industries",1.0,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1151.1,Luritja Road - improve flood immunity - construct bridges over Kings and Kathleen Creeks,"-25.13051, 132.57",15.0,2.6,3.0,,,,,,,Support tourism and local cattle industry,1.1760912590556813,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1150,Maryvale Road upgrades,Maryvale Road NT Australia,107.0,2.6,3.0,,,,,,,Support community access and the cattle industry,2.0293837776852097,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2v02,Mutitjulu Clinic rebuild ,"-25.3523, 131.0667",6.0,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.7781512503836436,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0k6,Namatjira Art Gallery,"-23.943163, 132.775903",30.0,2.6,3.0,,,,,,,"Value, preserve, exhibit and celebrate Aboriginal art and culture, improving sense of place and tourism opportunities",1.4771212547196624,Alice Springs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
381,National Aboriginal Art Gallery - stage 2,"-23.703775, 133.832209",150.0,2.6,3.0,,,,,,,"Value, preserve, exhibit and celebrate Aboriginal art and culture, improving sense of place and tourism opportunities",2.1760912590556813,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2h2,Nturiya Road upgrades,"-22.1338, 133.414",0.5,0.5,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",-0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1143,Outback Way - upgrade Tjukaruru Road and Plenty Highway to two-lane sealed standard ,Plenty Highway NT Australia,250.0,2.6,3.0,,,,,,,"Enable mining, pastoral, cattle and tourism growth by connecting Queensland through the Northern Territory to Western Australia",2.3979400086720375,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2e6,"Papunya School - new preschool 
","-23.203056, 131.9111",3.0,2.6,3.0,,,,,,,Master planned infrastructure to provide contemporary early years educational facilities to support growth in population and student enrolments,0.47712125471966244,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1152,Ross Highway to Trephina Gorge - extend the seal on access road,"-23.6954, 134.1996",2.0,2.6,3.0,,,,,,,Improve access to support the tourism industry,0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1146,Sadadeen Road connector,Sadadeen Road NT Australia,27.0,2.6,3.0,,,,,,,Improve flood immunity in the Mount Johns Valley and Desert Springs areas,1.4313637641589874,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1148,Sandover Highway - sealing selected sections,"-21.708349, 135.6344",5.3,2.6,3.0,,,,,,,Support community access and the cattle industry,0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1149,Santa Teresa - road upgrades ,"-24.1307, 134.3733",5.3,2.6,3.0,,,,,,,"Progressive seal and upgrade to support accessibility, growth and community safety",0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2v03,Santa Teresa Clinic renovations               ,"-24.1307, 134.3733",1.7,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.2304489213782739,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2h7,Ti Tree - footy oval lights,"-22.1338, 133.414",0.95,2.6,0.95,,,,,,,Support community engagement through sport and recreational facilities,-0.022276394711152253,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2p5,Ti Tree - police housing ,"-22.1338, 133.414",1.5,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.17609125905568124,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2v01,Todd Street Health Hub,"-23.6994, 133.88",22.0,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,1.3424226808222062,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2p7,Yuendumu - police housing,"-22.25389, 131.79529",1.0,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.0,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0k57,"Yulara - establish a new visitor centre 
and accommodation experience","-25.2069, 130.97",25.0,2.6,3.0,,,,,,,Increase visitor numbers and length of stay in the Territory and enhance experiences with improved cultural facilities,1.3979400086720377,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8o05,Seniors lifestyle accommodation,"-17.4000,129.0811",5.3,2.6,3.0,,,,,,,Increase the quantity and range of accommodation opportunities to retain seniors in the Territory,0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8k48,Park facilities - enhance experience and access for visitors with limited mobility,"-17.6000,129.0811",8.6,2.6,0.2,,,,,,,"Support accessibility, connectivity and amenity for all visitors ",0.9344984512435677,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2s07,Rail passing loops,"-17.8000,129.0811",5.3,2.6,2.0,,,,,,,"Enable economic development by improving supply chains, processing and transport",0.724275869600789,Territory Wide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
